steamid,num_games_owned,num_reviews,playtime_forever(min),playtime_last_two_weeks(min),playtime_at_review(min),last_played,top10_games,top3_game_tags,recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location,review_length,review_updated,timestamp_dev_responded, developer_response
76561198435869532,46,3,1004,23,915,2023-04-24 16:52:06,,,135393968,schinese,我的一款电子桌面小宠物,2023-03-25 22:02:36,2023-03-25 22:02:36,True,0,0,0,0,True,False,False,True,,11,False,,
76561198935499315,149,3,8,0,8,2023-03-24 19:42:01,,,135301127,schinese,这个游戏也配这个价格？游戏的确不错适合静下心来玩，等400天不是纯纯恶心人吗？,2023-03-24 19:49:22,2023-03-24 19:49:22,False,1,1,0.433070868253707886,0,True,False,False,True,,39,False,,
76561199020974051,245,29,1072,0,1072,2022-11-13 00:14:18,,,135211318,schinese,内容是好内容，但随机找路找的好像只有固定的几条路，这就没玩的欲望了。,2023-03-23 13:56:23,2023-03-23 13:56:23,False,0,0,0,0,True,False,False,True,,34,False,,
76561198228703776,2443,76,127,0,127,2023-03-19 02:10:23,Total War: WARHAMMER III(45.7h/236h);R2Beat: 音速觉醒(31.6h/64h);Empires of the Undergrowth(3.2h/3.2h);灵墟(0.3h/0.3h);2Dark(0.3h/0.3h);3DMark(0.3h/1.0h);3DMark API Overhead feature test(0.3h/1.0h);3DMark Cloud Gate benchmark(0.3h/1.0h);3DMark Fire Strike benchmark(0.3h/1.0h);3DMark Ice Storm benchmark(0.3h/1.0h),Early Access;Strategy;Turn-Based Strategy;Grand Strategy;RTS;Fantasy;Real Time Tactics;Dark Fantasy;War;Action;Tactical;Atmospheric;Colorful;Multiplayer;Games Workshop;PvP;Co-op;Story Rich;Singleplayer;Online Co-OpStrategy;Simulation;Base Building;City Builder;Management;Colony Sim;Sandbox;Building;Resource Management;Survival;RTS;Open World;Early Access;Realistic;Singleplayer;Economy;Exploration;Sci-fi;Moddable;Procedural Generation76561198228703776,2443,76,127,0,127,2023-03-19 02:10:23,Total War: WARHAMMER III(45.7h/236h);R2Beat: 音速觉醒(31.6h/64h);Empires of the Undergrowth(3.2h/3.2h);灵墟(0.3h/0.3h);2Dark(0.3h/0.3h);3DMark(0.3h/1.0h);3DMark API Overhead feature test(0.3h/1.0h);3DMark Cloud Gate benchmark(0.3h/1.0h);3DMark Fire Strike benchmark(0.3h/1.0h);3DMark Ice Storm benchmark(0.3h/1.0h),Early Access;Strategy;Turn-Based Strategy;Grand Strategy;RTS;Fantasy;Real Time Tactics;Dark Fantasy;War;Action;Tactical;Atmospheric;Colorful;Multiplayer;Games Workshop;PvP;Co-op;Story Rich;Singleplayer;Online Co-OpStrategy;Simulation;Base Building;City Builder;Management;Colony Sim;Sandbox;Building;Resource Management;Survival;RTS;Open World;Early Access;Realistic;Singleplayer;Economy;Exploration;Sci-fi;Moddable;Procedural Generation,134906617,schinese,最后运行06.03.2020 ;再次打开19.03.2023;今天无意中翻到这个游戏想起来进去看看结果，看到影子漫长的等待终于结束。突然想到口罩的三年多的时间，我们何尝不是那个影子呢，失去很多，错过很多，三年的时光对于一个普通百姓而言是很珍贵的，我们没有那么多歪心眼，我们爱国的同时也希望自己可以开心健康的活着，期望所有喜欢第九艺术的朋友们都能不成为ZZ的牺牲品，永远幸福的生活。,2023-03-19 02:18:12,2023-03-19 02:18:12,True,10,0,0.600122392177581787,0,True,False,False,True,,190,False,,
76561199096002449,214,10,6365,0,6360,2023-03-04 23:41:03,,,134053870,schinese,二周目开启方法：通关后一直点屏幕直到字幕变暗消失并再次出现字幕。,2023-03-04 23:38:18,2023-03-04 23:38:18,True,5,0,0.566358864307403564,0,True,False,False,True,,32,False,,
76561198297956947,89,5,2120,0,2120,2023-02-24 23:46:15,,,133501762,schinese,漫长的等待已久结束了,2023-02-24 23:47:17,2023-02-24 23:47:17,True,3,0,0.552845537662506104,0,True,False,False,True,,10,False,,
76561199130270953,110,37,3216,0,3216,2023-02-20 22:23:38,,,133466133,schinese,“ 世事一场大梦 人生几度秋凉 ”;;[spoiler]“我梦见自己变成了国王 真是一场美梦” [/spoiler];第一次打开这个游戏大概是一个多月以前了，时间真是匆匆啊。读书、睡觉和游手好闲，在温暖的家里四百天可以转瞬即逝；开一扇门要等一天，钟乳石掉下来要等一周，滴水成池要等一月，与其说是游戏特色，不如说人生也是如此吧。衣角被卷进时代的车轮下，跌跌撞撞地被拽着走，却没有青金石可以点燃，没有后悔药可以吃。;只是我们最终等来的是死亡罢了。;,2023-02-24 12:22:33,2023-02-24 12:22:59,True,4,0,0.549488067626953125,0,True,False,False,True,,222,True,,
76561198390426495,211,59,3908,0,3398,2023-03-17 20:31:00,,,133307176,schinese,能想到之前接触过最类似的作品是瓦尔特·莫尔斯的查莫宁系列，一查制作组果然是德国的。;非常喜欢德式黑童话。,2023-02-22 02:33:40,2023-02-22 02:33:40,True,2,0,0.531914889812469482,0,True,False,False,True,,52,False,,
76561198999657581,558,71,2337,0,827,2023-03-06 21:34:02,,,131642589,schinese,玩这个游戏之前我从来没有想过我会这么喜欢捡垃圾,2023-01-27 17:43:37,2023-01-27 17:43:37,True,0,1,0,0,True,False,False,True,,23,False,,
76561198849025971,126,13,8565,0,1216,2023-02-04 16:59:14,,,131257291,tchinese,雖然走路非常慢，適合一邊做其他事情一邊玩,2023-01-21 16:36:16,2023-01-21 16:36:16,True,0,0,0,0,True,False,False,True,,20,False,,
